transaction_id,agency,transaction_type,vendor_or_employee,amount,transaction_date,status,error_flag,anomaly
368775,Education,Payroll,Middleton LLC,1049.71,2024-11-24,Pending,False,-1
368862,Health,Benefits,Castillo-Fowler,1364.09,2025-01-23,Approved,False,-1
369002,Transportation,Payroll,Pace and Sons,499519.71,2024-03-11,Pending,False,-1
369086,Transportation,Inspection,Braun and Sons,499556.25,2024-02-20,Approved,False,-1
369143,Health,Benefits,Stout-Taylor,1169.2,2025-05-27,Pending,False,-1
369369,Education,Benefits,Porter-Thomas,1863.57,2025-06-02,Approved,False,-1
369422,Transportation,Benefits,Jordan and Sons,178.66,2025-01-31,Pending,False,-1
369523,Health,Inspection,"Jackson, Perkins and Hernandez",499585.75,2025-03-29,Rejected,False,-1
369581,Defense,Payroll,"Washington, Cohen and Williams",499157.84,2025-10-15,Pending,False,-1
369636,Health,Inspection,Campbell-Armstrong,499244.81,2025-05-17,Approved,False,-1
369690,Transportation,Procurement,Knight-Moreno,498421.83,2025-07-12,Rejected,False,-1
370042,Health,Procurement,"Solomon, Zamora and Andersen",492.06,2026-01-21,Pending,False,-1
370047,Defense,Benefits,Thompson PLC,2205.53,2024-09-02,Pending,False,-1
370211,Defense,Benefits,Mendoza and Sons,498109.15,2024-08-08,Approved,False,-1
370327,Defense,Inspection,Mcdonald and Sons,499149.51,2024-05-11,Rejected,False,-1
370391,Defense,Payroll,Bates-Hanson,726.91,2025-09-06,Approved,False,-1
370583,Health,Payroll,Gentry-Wyatt,499513.68,2025-06-29,Pending,False,-1
370767,Transportation,Procurement,Chung Group,499621.2,2025-07-11,Pending,False,-1
371076,Health,Benefits,Vargas PLC,498507.92,2024-11-05,Rejected,False,-1
371135,Health,Inspection,Fox-Perez,2052.08,2024-05-12,Rejected,False,-1
371136,Health,Payroll,Savage Group,499084.73,2025-07-11,Approved,False,-1
371263,Health,Inspection,"Scott, Morgan and Santiago",2489.83,2024-04-05,Approved,False,-1
371285,Transportation,Payroll,Sanders LLC,498045.62,2025-01-02,Rejected,False,-1
371317,Education,Procurement,Erickson-Manning,2880.56,2025-07-11,Approved,False,-1
371320,Education,Inspection,Mccullough LLC,499215.11,2026-02-06,Pending,False,-1
371421,Transportation,Procurement,Coleman-Martin,179.88,2025-01-08,Pending,False,-1
371476,Transportation,Benefits,Perry LLC,2744.3,2024-03-23,Approved,False,-1
371791,Education,Benefits,Wright Inc,499213.38,2025-04-19,Pending,False,-1
371874,Health,Procurement,"Meyer, Gaines and Chavez",499062.66,2025-05-01,Pending,False,-1
371976,Transportation,Inspection,"Valdez, Obrien and Keller",499466.93,2025-05-15,Pending,False,-1
371977,Health,Inspection,"Powers, Gonzalez and Yates",1266.69,2024-08-12,Pending,False,-1
372081,Defense,Procurement,"Cortez, Schwartz and Cooper",315.48,2024-06-18,Rejected,False,-1
372140,Defense,Benefits,Sanchez Ltd,497888.54,2025-11-05,Pending,False,-1
372194,Transportation,Inspection,Foster-Watkins,499636.33,2025-04-02,Approved,False,-1
372215,Health,Inspection,"Reid, Rodriguez and Newman",499078.69,2025-01-19,Approved,False,-1
372381,Transportation,Benefits,"Morales, Davis and Jones",351.01,2025-03-03,Approved,False,-1
372398,Health,Payroll,"Brown, Davis and Andersen",1218.16,2025-02-25,Approved,False,-1
372408,Transportation,Procurement,"Lawrence, Reed and Lee",2914.54,2024-10-25,Rejected,False,-1
372535,Health,Inspection,Mullen Group,498111.19,2024-05-31,Pending,False,-1
372552,Defense,Benefits,Hays-Melton,498.69,2025-03-02,Approved,False,-1
372580,Defense,Inspection,Martinez Inc,499827.74,2025-03-07,Approved,False,-1
372588,Transportation,Procurement,Thompson Ltd,498052.31,2024-04-09,Rejected,False,-1
372761,Health,Procurement,"Hodges, Castro and Williams",499296.44,2024-06-06,Approved,False,-1
372979,Health,Inspection,Mccoy Group,499992.2,2025-12-03,Rejected,False,-1
372981,Health,Benefits,"Morton, Freeman and Johnson",483.09,2025-06-25,Pending,False,-1
373049,Transportation,Inspection,Parker Ltd,498963.77,2025-11-24,Pending,False,-1
373348,Defense,Procurement,Becker-Gomez,464.22,2025-09-20,Pending,False,-1
373392,Transportation,Payroll,Horton-Mcconnell,781.57,2025-09-11,Pending,False,-1
373470,Defense,Benefits,Harris-Young,1080.89,2024-03-07,Rejected,False,-1
373508,Health,Payroll,Crawford-West,498799.98,2024-10-07,Approved,False,-1
373602,Defense,Payroll,"Williams, Dunn and Steele",499782.31,2024-07-06,Rejected,False,-1
373717,Defense,Benefits,"Martin, Lee and Miller",738.69,2025-08-17,Pending,False,-1
373791,Health,Procurement,Young-Wright,2920.05,2025-08-01,Rejected,False,-1
373924,Defense,Inspection,Marks Group,498057.08,2024-10-03,Approved,False,-1
374081,Health,Benefits,"Salazar, Smith and Perez",499408.05,2025-02-11,Rejected,False,-1
374108,Education,Payroll,Davidson LLC,499463.02,2024-07-27,Rejected,False,-1
374149,Education,Payroll,Guzman PLC,497967.55,2026-01-15,Rejected,False,-1
374153,Health,Benefits,"Soto, Sanchez and Garcia",730.06,2026-01-21,Approved,False,-1
374159,Transportation,Benefits,Austin-Higgins,498877.99,2025-08-02,Rejected,False,-1
374230,Transportation,Benefits,Vaughn Group,2648.98,2024-04-18,Rejected,False,-1
374389,Education,Inspection,Phillips PLC,499749.84,2024-06-14,Pending,False,-1
374473,Education,Inspection,Murray Ltd,255.29,2024-07-21,Pending,False,-1
374476,Defense,Benefits,"Smith, Lamb and King",2576.88,2024-06-17,Rejected,False,-1
374477,Transportation,Procurement,Freeman-Smith,498363.92,2025-02-17,Approved,False,-1
374726,Education,Payroll,Townsend-Stafford,2286.4,2025-06-24,Approved,False,-1
374912,Education,Payroll,"Williams, Foley and Pierce",1096.73,2025-03-25,Pending,False,-1
374991,Transportation,Benefits,Lopez-Davis,497903.76,2025-06-16,Rejected,False,-1
375031,Education,Inspection,Russell and Sons,2247.0,2025-03-02,Rejected,False,-1
375200,Education,Inspection,Mayer Ltd,2074.84,2025-12-01,Approved,False,-1
375303,Health,Procurement,"Mitchell, Jones and Henson",499396.63,2025-04-27,Approved,False,-1
375734,Defense,Procurement,Collier Inc,799.66,2025-09-08,Pending,False,-1
375817,Education,Inspection,Pierce-Barron,499570.7,2025-10-31,Rejected,False,-1
375826,Health,Payroll,Brown-Joseph,1780.08,2026-01-13,Pending,False,-1
375990,Transportation,Procurement,Alexander LLC,326.78,2024-03-20,Rejected,False,-1
375997,Health,Payroll,"White, Reid and Mendez",499371.26,2025-04-29,Pending,False,-1
376028,Transportation,Payroll,"Kelly, Villarreal and Brown",977.95,2025-05-10,Pending,False,-1
376121,Health,Payroll,"Benitez, Lee and Johnson",582.37,2024-09-11,Pending,False,-1
376234,Health,Procurement,Thomas PLC,498743.8,2024-09-20,Rejected,False,-1
376325,Education,Inspection,Petty-Lyons,1950.68,2024-03-25,Rejected,False,-1
376364,Education,Benefits,Wilson PLC,661.13,2025-06-02,Pending,False,-1
376391,Health,Procurement,Brown-Allen,2130.18,2024-10-15,Rejected,False,-1
376401,Transportation,Procurement,Beard LLC,361.61,2025-06-22,Pending,False,-1
376417,Health,Benefits,Robinson-Coleman,240.35,2025-06-23,Rejected,False,-1
376434,Transportation,Benefits,"Cruz, Kline and Johnson",2466.7,2024-04-02,Pending,False,-1
376445,Defense,Procurement,"Walker, Peck and Young",2066.15,2025-07-21,Rejected,False,-1
376459,Defense,Procurement,Saunders-Jordan,1182.0,2025-11-13,Rejected,False,-1
376484,Education,Procurement,Thompson PLC,863.21,2025-11-10,Approved,False,-1
376691,Transportation,Benefits,Chandler Group,498618.59,2024-02-20,Approved,False,-1
376724,Defense,Inspection,"Rodriguez, Lee and Potter",411.79,2025-05-02,Pending,False,-1
376945,Defense,Procurement,"Burns, Martinez and Hill",498388.19,2025-07-06,Pending,False,-1
376995,Health,Benefits,"Frank, Walton and Suarez",1795.36,2025-11-30,Pending,False,-1
377069,Defense,Inspection,Mitchell-Sanchez,1084.0,2024-10-02,Rejected,False,-1
377079,Defense,Benefits,"Moreno, Jordan and Powell",888.38,2025-07-17,Approved,False,-1
377323,Transportation,Benefits,"Stevens, Rosales and Schwartz",498832.77,2025-03-20,Pending,False,-1
377489,Transportation,Inspection,Nguyen Group,498982.72,2024-07-30,Pending,False,-1
377548,Health,Payroll,"Collins, Cole and Hudson",1190.2,2026-01-10,Approved,False,-1
377578,Health,Benefits,Richards Ltd,498739.59,2024-03-26,Rejected,False,-1
377599,Education,Payroll,Mitchell-Anderson,1519.62,2024-02-10,Approved,False,-1
377809,Health,Payroll,"Orr, Miller and Edwards",1044.83,2025-03-20,Pending,False,-1
377830,Transportation,Benefits,"Smith, Turner and Williams",1960.71,2024-04-05,Approved,False,-1
377984,Defense,Inspection,Brown LLC,2002.73,2025-01-03,Approved,False,-1
378030,Health,Payroll,Osborn-Roberts,2939.68,2025-11-22,Approved,False,-1
378192,Transportation,Payroll,Anderson-Contreras,1876.17,2026-01-11,Pending,False,-1
378210,Defense,Benefits,Weaver-Castillo,2290.26,2025-03-04,Rejected,False,-1
378246,Defense,Inspection,Moyer-Mcdowell,497943.12,2024-12-05,Rejected,False,-1
378339,Education,Payroll,"Wolfe, Aguilar and Lozano",499731.82,2025-02-17,Approved,False,-1
378559,Transportation,Inspection,Fernandez PLC,3134.18,2025-09-16,Pending,False,-1
378736,Defense,Benefits,Tran and Sons,766.53,2025-11-06,Pending,False,-1
378805,Education,Benefits,Flowers Ltd,499675.66,2025-12-06,Pending,False,-1
378918,Defense,Benefits,Jackson Group,1131.55,2024-04-05,Rejected,False,-1
379048,Transportation,Payroll,Vang PLC,497880.38,2025-06-30,Rejected,False,-1
379282,Transportation,Payroll,Douglas-Sullivan,1095.66,2024-04-04,Pending,False,-1
379416,Transportation,Inspection,Kelley-Hardy,2757.62,2026-01-30,Rejected,False,-1
379703,Defense,Procurement,"Liu, Adams and Long",498267.6,2025-08-21,Pending,False,-1
379779,Transportation,Procurement,Brown-Lucas,499888.31,2025-03-03,Rejected,False,-1
379873,Health,Payroll,Henderson-Cochran,498282.98,2024-05-15,Pending,False,-1
380224,Education,Payroll,Atkinson-Gutierrez,498182.52,2025-07-15,Pending,False,-1
380229,Education,Procurement,"Lee, Garcia and Garner",2023.23,2025-09-15,Rejected,False,-1
380286,Defense,Procurement,Rogers-Lawrence,160.46,2024-10-21,Rejected,False,-1
380304,Defense,Benefits,French-Stewart,498359.91,2025-10-02,Rejected,False,-1
380456,Defense,Inspection,Cross and Sons,1433.46,2025-08-24,Rejected,False,-1
380470,Health,Procurement,Castro-Craig,1806.07,2025-03-18,Rejected,False,-1
380514,Transportation,Benefits,"Jones, Johnson and Sutton",1282.99,2025-10-12,Pending,False,-1
380802,Transportation,Inspection,"Moss, Gonzalez and Douglas",499144.68,2025-08-27,Pending,False,-1
380835,Defense,Payroll,Roberts PLC,2625.76,2024-11-06,Approved,False,-1
381034,Defense,Payroll,Moody Ltd,498824.11,2025-12-22,Approved,False,-1
381148,Transportation,Procurement,"Chase, Golden and Bonilla",875.91,2025-07-27,Pending,False,-1
381158,Defense,Inspection,Gordon-Hall,1175.67,2025-12-02,Pending,False,-1
381318,Defense,Payroll,Garrett PLC,2192.05,2024-09-18,Pending,False,-1
381319,Education,Benefits,Patel Ltd,499473.15,2025-10-05,Approved,False,-1
381539,Transportation,Procurement,"Grant, Lyons and Kelley",2124.26,2025-05-08,Rejected,False,-1
381603,Transportation,Payroll,Phillips PLC,500.8,2025-12-04,Pending,False,-1
381623,Education,Benefits,Bailey Group,839.29,2025-01-05,Pending,False,-1
381626,Defense,Procurement,Singh-Keller,499662.1,2024-09-29,Pending,False,-1
381637,Transportation,Procurement,Smith-Martin,2846.71,2025-12-12,Pending,False,-1
381656,Transportation,Payroll,Pena-Alvarez,1080.52,2024-05-06,Approved,False,-1
381897,Health,Procurement,Stevens LLC,1075.15,2025-11-04,Rejected,False,-1
381958,Defense,Procurement,Perry-Leonard,2302.54,2024-06-01,Rejected,False,-1
382014,Transportation,Procurement,Bond-Tyler,2526.17,2025-06-22,Pending,False,-1
382035,Health,Payroll,"Edwards, Johnson and Carpenter",2155.02,2025-10-24,Approved,False,-1
382102,Transportation,Payroll,Cabrera Ltd,1946.12,2025-12-14,Pending,False,-1
382109,Defense,Payroll,Smith Ltd,499322.61,2025-05-10,Approved,False,-1
382165,Education,Inspection,"Ruiz, Hardin and Greene",3019.27,2025-10-12,Rejected,False,-1
382185,Defense,Inspection,Davis Inc,1670.42,2024-06-12,Approved,False,-1
382319,Defense,Benefits,"Stevens, Berry and Martinez",499116.63,2024-10-24,Approved,False,-1
382581,Health,Inspection,Garcia-Hill,499890.61,2025-04-12,Approved,False,-1
382649,Education,Benefits,Horton-Miller,2271.23,2024-06-10,Approved,False,-1
382719,Education,Payroll,"Blair, Collins and Walker",499399.7,2024-03-07,Pending,False,-1
382819,Education,Payroll,Evans Inc,499392.34,2024-07-02,Rejected,False,-1
382834,Health,Inspection,Franco-Alvarado,559.6,2026-01-21,Pending,False,-1
382960,Education,Procurement,Benitez Group,498885.97,2024-05-21,Approved,False,-1
383085,Health,Payroll,Johnson-Donovan,193.14,2025-09-17,Approved,False,-1
383093,Transportation,Inspection,Clarke-Scott,363.82,2025-07-06,Rejected,False,-1
383232,Defense,Procurement,Gregory LLC,1328.13,2024-11-11,Rejected,False,-1
383294,Education,Procurement,Taylor-Peck,2398.31,2024-12-12,Pending,False,-1
383374,Defense,Inspection,"Miller, Adams and Collins",1204.96,2024-06-07,Approved,False,-1
383389,Health,Payroll,Solomon and Sons,2750.22,2025-08-30,Rejected,False,-1
383652,Health,Procurement,"Bean, Small and Miles",746.15,2024-02-19,Rejected,False,-1
383945,Defense,Benefits,Jefferson-Russell,498153.74,2025-05-04,Approved,False,-1
383993,Education,Payroll,"Clark, Jones and Glass",499326.05,2024-09-08,Pending,False,-1
383995,Education,Benefits,Novak-Reynolds,498636.16,2024-05-02,Pending,False,-1
384067,Education,Inspection,"Day, Marshall and Booth",498165.23,2025-12-02,Rejected,False,-1
384079,Education,Inspection,"Riley, King and Cox",1260.01,2025-07-03,Approved,False,-1
384477,Transportation,Procurement,May-Bowen,498902.49,2025-11-30,Rejected,False,-1
384479,Education,Benefits,Hammond LLC,499325.3,2024-11-07,Approved,False,-1
384548,Education,Procurement,Clayton Inc,2006.98,2025-07-27,Pending,False,-1
384617,Health,Procurement,"Sanders, Tapia and Mann",2630.72,2025-03-27,Pending,False,-1
384719,Defense,Procurement,King-Shannon,166.81,2025-02-16,Approved,False,-1
384915,Defense,Inspection,Arellano-Russo,499588.59,2025-04-28,Approved,False,-1
385056,Education,Benefits,"Williams, Gonzalez and Vazquez",129.71,2025-11-11,Rejected,False,-1
385404,Transportation,Procurement,"Schultz, Tucker and Hurst",499887.32,2024-07-15,Pending,False,-1
385421,Education,Benefits,Ross Group,497880.31,2024-09-30,Rejected,False,-1
385597,Health,Procurement,"Andrews, Avila and Wolf",499678.41,2024-08-31,Pending,False,-1
385616,Defense,Payroll,Randolph PLC,497880.18,2024-06-16,Pending,False,-1
385698,Health,Procurement,Ellison Ltd,2056.27,2024-02-24,Pending,False,-1
385898,Health,Payroll,"Baxter, Hood and Robinson",371.99,2024-06-04,Approved,False,-1
385985,Defense,Inspection,Bonilla LLC,499853.92,2025-02-06,Approved,False,-1
386027,Health,Payroll,Ball and Sons,499606.38,2025-07-18,Approved,False,-1
386081,Transportation,Inspection,Walker-Watkins,578.77,2024-04-08,Pending,False,-1
386189,Transportation,Inspection,"Evans, Patel and Porter",498876.25,2025-05-13,Pending,False,-1
386291,Defense,Payroll,Johnson-Wallace,1285.0,2024-03-01,Approved,False,-1
386410,Defense,Payroll,Chen and Sons,499004.24,2025-08-30,Pending,False,-1
386478,Defense,Payroll,Smith Ltd,675.98,2025-01-21,Pending,False,-1
386658,Defense,Procurement,Munoz-Roberts,1185.02,2025-11-02,Pending,False,-1
386741,Health,Benefits,Hoffman-Baker,1221.25,2025-03-22,Approved,False,-1
386766,Defense,Payroll,Monroe Inc,1279.84,2024-06-14,Rejected,False,-1
386893,Education,Procurement,Ortega-Farmer,499573.83,2024-09-17,Rejected,False,-1
386924,Defense,Benefits,Cross-Bennett,498224.92,2025-06-17,Rejected,False,-1
387167,Health,Procurement,"Butler, Hunt and Smith",499694.26,2026-02-03,Approved,False,-1
387182,Transportation,Procurement,Rivera-Graham,499498.15,2025-04-24,Approved,False,-1
387246,Defense,Payroll,Warren LLC,499496.55,2024-11-21,Pending,False,-1
387258,Health,Inspection,"Richards, Johnson and Bradshaw",1877.19,2024-02-28,Pending,False,-1
387279,Defense,Procurement,Roy-Lang,498842.98,2025-03-10,Approved,False,-1
387290,Health,Inspection,Tyler LLC,498440.35,2024-05-01,Rejected,False,-1
387302,Defense,Procurement,Boyd-Rogers,499210.03,2024-12-17,Pending,False,-1
387473,Education,Inspection,Fox LLC,498428.98,2026-01-11,Pending,False,-1
387588,Education,Benefits,Barnes-Smith,2868.68,2025-12-11,Pending,False,-1
387765,Transportation,Inspection,"Ward, Miller and Brooks",2414.79,2025-07-05,Approved,False,-1
387920,Transportation,Benefits,Smith Ltd,498619.23,2024-02-10,Pending,False,-1
387936,Defense,Payroll,Walker LLC,499285.32,2024-12-07,Rejected,False,-1
387953,Defense,Payroll,Sullivan-Williams,1972.52,2025-05-22,Pending,False,-1
388201,Transportation,Inspection,"Johnson, Kelley and Wallace",407.28,2024-11-09,Rejected,False,-1
388293,Transportation,Procurement,King-Rogers,499600.13,2024-05-16,Rejected,False,-1
388327,Health,Inspection,"Terrell, Jones and Parrish",2871.05,2024-05-19,Approved,False,-1
388383,Education,Payroll,Harris LLC,2420.85,2024-02-20,Pending,False,-1
388410,Defense,Benefits,Patel Ltd,505.81,2025-03-10,Pending,False,-1
388425,Health,Inspection,Carter Ltd,499315.97,2024-08-02,Pending,False,-1
388429,Education,Payroll,"Young, Pittman and Henderson",563.25,2024-04-20,Rejected,False,-1
388523,Education,Procurement,Gonzalez-Harris,1927.19,2025-04-15,Rejected,False,-1
388533,Health,Benefits,Ramirez-Shelton,499175.47,2025-03-20,Rejected,False,-1
388570,Transportation,Procurement,Freeman-Miller,1840.49,2025-06-23,Rejected,False,-1
388744,Transportation,Inspection,"Lewis, Rosario and Williams",1627.4,2024-05-10,Approved,False,-1
388745,Health,Procurement,Velez Inc,113.14,2025-10-19,Pending,False,-1
388773,Education,Payroll,Thomas Inc,2243.62,2025-12-01,Approved,False,-1
388840,Health,Procurement,"Branch, Hardy and Mendez",2366.01,2024-04-02,Pending,False,-1
388868,Defense,Payroll,"Brown, Garcia and Bentley",1192.43,2024-05-27,Approved,False,-1
388875,Defense,Benefits,Jackson and Sons,976.98,2024-09-21,Approved,False,-1
388905,Health,Payroll,Lewis Ltd,2534.14,2025-01-12,Approved,False,-1
389080,Defense,Procurement,Farmer-Lewis,498797.14,2024-05-24,Pending,False,-1
389197,Defense,Benefits,Chavez LLC,1880.92,2025-02-24,Approved,False,-1
389278,Defense,Payroll,"Levy, Harrell and Cherry",499263.52,2024-07-26,Pending,False,-1
389315,Transportation,Procurement,"Maynard, Wagner and Lamb",2744.54,2024-12-27,Rejected,False,-1
389326,Transportation,Benefits,Brown-Anderson,499825.24,2025-08-25,Rejected,False,-1
389430,Health,Benefits,"Jimenez, Morgan and Kemp",1756.48,2024-12-10,Pending,False,-1
389561,Health,Benefits,"Wilson, Aguilar and Keller",499207.49,2024-07-26,Rejected,False,-1
389776,Education,Payroll,"Esparza, Carter and English",2346.67,2024-03-28,Rejected,False,-1
389937,Health,Payroll,Lowe-Smith,755.61,2025-10-05,Approved,False,-1
389946,Health,Benefits,Barker-Marquez,201.21,2025-06-20,Approved,False,-1
389999,Transportation,Procurement,Kelley Group,2745.63,2025-03-05,Pending,False,-1
390049,Transportation,Benefits,Powers-Sanchez,351.35,2025-04-08,Rejected,False,-1
390054,Education,Procurement,Lee Group,2097.86,2024-10-12,Pending,False,-1
390159,Defense,Benefits,White-Berry,2247.02,2024-11-24,Pending,False,-1
390182,Transportation,Inspection,"Hill, Mcdowell and Sherman",2440.86,2025-08-24,Pending,False,-1
390279,Health,Benefits,"Avila, Norris and Ramos",498257.96,2025-10-27,Approved,False,-1
390311,Health,Procurement,Day Ltd,499960.22,2024-11-09,Approved,False,-1
390333,Education,Procurement,"Cortez, Fernandez and Watson",1397.32,2025-01-12,Pending,False,-1
390393,Health,Benefits,Diaz Group,2227.21,2025-07-09,Approved,False,-1
390416,Education,Benefits,Henry Ltd,499529.66,2025-05-17,Approved,False,-1
390463,Health,Payroll,"Arellano, Allen and Taylor",837.25,2025-12-01,Rejected,False,-1
390573,Education,Payroll,"Perry, Hale and Cruz",1795.49,2025-04-27,Approved,False,-1
390602,Education,Payroll,Jimenez Inc,498709.63,2025-01-11,Rejected,False,-1
390666,Transportation,Benefits,"Chavez, Jacobson and Saunders",1798.76,2024-04-11,Approved,False,-1
390698,Transportation,Procurement,Howard-Williams,498127.92,2024-07-18,Pending,False,-1
390703,Education,Procurement,Hinton and Sons,499420.77,2025-12-30,Rejected,False,-1
390866,Health,Benefits,Carr-Reyes,2671.43,2025-05-27,Pending,False,-1
391017,Transportation,Payroll,Velez Inc,2532.52,2024-06-24,Approved,False,-1
391063,Defense,Benefits,Wood-Mathews,499154.92,2024-11-05,Rejected,False,-1
391262,Defense,Benefits,"Myers, Farrell and Ellis",499513.72,2025-05-31,Rejected,False,-1
391502,Transportation,Inspection,Sullivan LLC,943.35,2025-09-04,Rejected,False,-1
391851,Transportation,Payroll,Diaz Inc,499067.84,2025-06-06,Approved,False,-1
391881,Defense,Procurement,Fuentes-Robertson,497888.05,2024-12-30,Approved,False,-1
391941,Education,Inspection,Chapman-King,2872.87,2024-05-22,Rejected,False,-1
392054,Health,Payroll,Sparks-Kirk,1752.0,2024-10-31,Approved,False,-1
392129,Defense,Procurement,White and Sons,615.71,2025-06-13,Approved,False,-1
392133,Defense,Procurement,Murphy LLC,1529.5,2025-05-28,Pending,False,-1
392193,Education,Inspection,Thompson Ltd,499028.93,2025-04-03,Rejected,False,-1
392198,Transportation,Inspection,Perkins-Mckee,498931.54,2024-10-09,Pending,False,-1
392401,Defense,Inspection,"Campbell, Harris and Rangel",499478.35,2024-11-29,Approved,False,-1
392411,Defense,Benefits,"Gibson, Taylor and Smith",2738.97,2025-06-27,Rejected,False,-1
392798,Health,Payroll,Nichols Group,499904.25,2025-11-16,Rejected,False,-1
392810,Education,Payroll,Sanchez Group,2102.52,2025-05-21,Approved,False,-1
392874,Defense,Inspection,Freeman Group,498767.69,2025-11-27,Pending,False,-1
392909,Education,Inspection,Zhang-Madden,499919.01,2025-03-03,Pending,False,-1
393039,Education,Procurement,Davis LLC,499202.53,2024-02-16,Pending,False,-1
393087,Defense,Inspection,Nelson Inc,2680.04,2024-06-19,Approved,False,-1
393089,Transportation,Payroll,"Kelly, Holmes and Johnson",2661.66,2024-02-15,Pending,False,-1
393481,Transportation,Payroll,Carney PLC,499831.4,2025-09-13,Pending,False,-1
393486,Health,Inspection,"Warner, Jones and Wright",3026.98,2025-12-28,Approved,False,-1
393640,Health,Inspection,"Reed, Hill and Foster",498517.12,2024-02-26,Pending,False,-1
393669,Transportation,Payroll,Brown-Robinson,887.74,2024-11-13,Pending,False,-1
393755,Defense,Procurement,Johnson-Rivera,498075.16,2025-05-24,Approved,False,-1
393843,Education,Payroll,Wells-Martinez,2543.94,2025-04-19,Approved,False,-1
393851,Health,Procurement,Avery Ltd,1160.07,2024-12-23,Approved,False,-1
393859,Transportation,Inspection,"Armstrong, Parker and Norris",787.76,2025-04-07,Approved,False,-1
393867,Defense,Procurement,Holland-Phillips,499933.76,2025-12-26,Rejected,False,-1
393912,Health,Benefits,"Bell, Wilson and Riley",2859.92,2024-11-25,Rejected,False,-1
394129,Defense,Payroll,Cook-James,498103.63,2024-12-12,Approved,False,-1
394140,Education,Payroll,Walters PLC,502.83,2025-03-18,Approved,False,-1
394295,Education,Payroll,"Stewart, Carter and Carr",1819.86,2024-06-01,Approved,False,-1
394319,Health,Payroll,Graham-Valentine,466.25,2024-02-16,Rejected,False,-1
394324,Education,Inspection,Johnson-Stewart,441.97,2024-08-27,Rejected,False,-1
394397,Defense,Procurement,"Harris, Mosley and Clarke",1199.53,2024-08-19,Rejected,False,-1
394427,Transportation,Payroll,"Miller, Paul and Kelly",1979.95,2025-08-03,Rejected,False,-1
394453,Education,Procurement,Davidson Inc,2996.57,2024-09-09,Approved,False,-1
394468,Defense,Payroll,Cochran Inc,2129.83,2024-06-19,Pending,False,-1
394614,Defense,Procurement,Macdonald PLC,499586.21,2024-02-26,Pending,False,-1
394692,Transportation,Inspection,"Roberts, Armstrong and Walker",1279.42,2025-03-14,Approved,False,-1
394696,Health,Procurement,Bray Ltd,2142.43,2025-12-27,Pending,False,-1
395036,Education,Inspection,"Koch, Brown and Shepherd",2454.52,2024-12-12,Pending,False,-1
395180,Education,Payroll,"Blair, Robinson and Garza",498718.41,2024-12-06,Rejected,False,-1
395373,Defense,Payroll,"Beasley, Ford and Horn",895.53,2025-11-04,Pending,False,-1
395439,Transportation,Procurement,Hall-Green,1300.95,2024-08-15,Pending,False,-1
395454,Education,Payroll,"Wilson, Gonzalez and Bartlett",801.55,2026-02-04,Rejected,False,-1
395464,Transportation,Inspection,"Blackwell, Johnson and Wood",499910.49,2025-06-05,Pending,False,-1
395465,Defense,Benefits,Williams PLC,497895.15,2026-01-06,Pending,False,-1
395560,Health,Inspection,"Pena, Richardson and Bates",1508.05,2025-12-02,Approved,False,-1
395665,Defense,Procurement,Stout-Phelps,499242.75,2024-11-04,Approved,False,-1
395672,Transportation,Benefits,Reed Group,499422.11,2024-05-02,Pending,False,-1
395751,Transportation,Inspection,"Brown, Carr and Johnson",2393.46,2025-08-31,Pending,False,-1
395813,Defense,Procurement,"Kaiser, Cook and Whitaker",636.64,2024-09-03,Pending,False,-1
395906,Health,Procurement,Orr Ltd,498810.77,2025-03-30,Pending,False,-1
396457,Health,Benefits,"Paul, Barnett and Pace",498300.92,2024-02-25,Pending,False,-1
396577,Defense,Inspection,Schultz-Maxwell,2674.77,2026-01-11,Rejected,False,-1
397175,Transportation,Inspection,Thomas-Phillips,994.63,2025-12-07,Rejected,False,-1
397287,Transportation,Benefits,Mcdonald-Reese,1786.27,2026-01-12,Approved,False,-1
397534,Health,Payroll,Green-Kirby,347.28,2024-05-17,Rejected,False,-1
397624,Education,Benefits,Jenkins Inc,498723.14,2025-01-06,Pending,False,-1
397793,Transportation,Benefits,"Hawkins, Cohen and Johnson",497945.99,2026-01-13,Approved,False,-1
397982,Education,Payroll,Morris-Hammond,499689.11,2025-09-16,Approved,False,-1
398116,Defense,Procurement,Edwards PLC,2900.13,2025-12-31,Rejected,False,-1
398172,Transportation,Benefits,Norris-Hendrix,498568.44,2025-04-02,Pending,False,-1
398260,Education,Payroll,Peterson Ltd,275.19,2025-09-18,Rejected,False,-1
398500,Education,Procurement,Patterson-Ruiz,903.29,2025-05-13,Approved,False,-1
398558,Transportation,Inspection,Alexander Inc,2847.75,2024-09-13,Pending,False,-1
399143,Transportation,Payroll,"Anderson, Ellis and Miller",1161.44,2024-08-08,Pending,False,-1
399198,Transportation,Inspection,Guerrero Group,178.05,2025-04-24,Rejected,False,-1
399383,Defense,Procurement,"Ward, Morgan and Thompson",498471.38,2024-05-17,Rejected,False,-1
399399,Health,Procurement,Leach LLC,1164.55,2025-08-04,Approved,False,-1
399448,Education,Procurement,Yu Ltd,499380.47,2025-01-15,Rejected,False,-1
399537,Defense,Benefits,Tucker-Hawkins,1873.68,2024-04-29,Approved,False,-1
399673,Defense,Payroll,Hanson-Murphy,730.01,2025-09-06,Pending,False,-1
